Date,Price,Open,High,Low,Vol,Co,Hl,Ind,Rvn,Gap,Gaug,rVol,Tckr
2010-06-29,1.592666,1.266666,1.666666,1.169333,281749140,25.736855650976654,42.53134051634564,39.48731608615659,0.0,0.0,85.12063345886959,0.0,TSLA
2010-06-30,1.588666,1.730666,2.027946,1.553333,257915910,-8.20493382316404,30.55449153529861,73.14655420239886,-0.2511512143789085,8.664716896072377,7.444591698920982,-8.459024932604942,TSLA
2010-07-01,1.464,1.666666,1.728,1.351333,123251835,-12.15996486398595,27.873736525342018,56.374830288969505,-7.847212692913419,4.909779651607082,29.91156644994121,-52.21239550518617,TSLA
2010-07-02,1.28,1.533333,1.54,1.247333,77036925,-16.521720982982824,23.463421556232376,29.585201615259273,-12.568306010928953,4.7358606557377,11.16183238971254,-37.49632611960706,TSLA
2010-07-06,1.074,1.333333,1.333333,1.055333,102789510,-19.44997986249497,26.34239619153387,26.16472806393383,-16.093749999999996,4.1666406250000065,6.714748201438844,33.428884914604275,TSLA
2010-07-07,1.053333,1.093333,1.108666,0.998666,103873710,-3.6585377007736897,11.014693601264081,66.7849344410831,-1.9243016759776577,1.8000931098696604,49.697272727272804,1.0547768930895707,TSLA
2010-07-08,1.164,1.076,1.168,1.038,115664055,8.178438661710018,12.524084778420018,34.69831283957683,10.506364084292418,2.1519310607376774,96.92307692307692,11.35065359656453,TSLA
2010-07-09,1.16,1.172,1.193333,1.103333,60728055,-1.0238907849829393,8.157102162266527,87.44786120591579,-0.3436426116838476,0.6872852233676952,62.9633333333333,-47.49617329255835,TSLA
2010-07-12,1.136666,1.196666,1.204666,1.133333,32980830,-5.0139303698776505,6.294090086497084,20.339075212250325,-2.0115517241379277,3.160862068965531,4.6724517404287305,-45.69094959487835,TSLA
2010-07-13,1.209333,1.17,1.242666,1.126666,40200900,3.3617948717948876,10.295864080392958,67.3481036118478,6.392994951903197,2.9326116906813304,71.26465517241377,21.891717097477525,TSLA
