Date,Price,Tckr,Rvn,Title,Freq,Units,Adjustment,LastUpdt,Popularity,Since,Notes
2019-05-24,2.37,SOFR,0,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-28,2.41,SOFR,1.6877637130801704,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-29,2.4,SOFR,-0.4149377593361091,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-30,2.4,SOFR,0,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-31,2.49,SOFR,3.750000000000013,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-03,2.4,SOFR,-3.614457831325313,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-04,2.39,SOFR,-0.4166666666666578,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-05,2.4,SOFR,0.41841004184099523,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-06,2.4,SOFR,0,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-07,2.39,SOFR,-0.4166666666666578,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-10,2.39,SOFR,0,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2.38,SOFR,-0.4184100418410139,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-12,2.37,SOFR,-0.4201680672268818,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-13,2.35,SOFR,-0.8438818565400852,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-14,2.35,SOFR,0,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-17,2.41,SOFR,2.5531914893617045,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-18,2.39,SOFR,-0.8298755186721999,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-19,2.36,SOFR,-1.255230125523023,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-20,2.36,SOFR,0,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-21,2.37,SOFR,0.42372881355933184,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-24,2.39,SOFR,0.8438818565400852,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-25,2.41,SOFR,0.836820083682009,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-26,2.43,SOFR,0.8298755186721999,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-27,2.42,SOFR,-0.4115226337448655,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-28,2.5,SOFR,3.305785123966945,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-01,2.42,SOFR,-3.200000000000003,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-02,2.51,SOFR,3.7190082644628046,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-03,2.56,SOFR,1.9920318725099708,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-05,2.59,SOFR,1.1718749999999925,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-08,2.48,SOFR,-4.247104247104243,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-09,2.45,SOFR,-1.209677419354831,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-10,2.46,SOFR,0.40816326530611374,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-11,2.41,SOFR,-2.0325203252032447,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-12,2.36,SOFR,-2.0746887966805088,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-15,2.46,SOFR,4.237288135593224,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-16,2.47,SOFR,0.40650406504065983,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-17,2.47,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-18,2.46,SOFR,-0.40485829959515096,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-19,2.41,SOFR,-2.0325203252032447,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-22,2.4,SOFR,-0.4149377593361091,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-23,2.4,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-24,2.41,SOFR,0.4166666666666763,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-25,2.42,SOFR,0.41493775933609073,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-26,2.41,SOFR,-0.41322314049585895,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-29,2.4,SOFR,-0.4149377593361091,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-30,2.39,SOFR,-0.4166666666666578,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-07-31,2.55,SOFR,6.694560669456054,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-01,2.19,SOFR,-14.117647058823527,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-02,2.19,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-05,2.13,SOFR,-2.739726027397263,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-06,2.11,SOFR,-0.9389671361502356,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-07,2.1,SOFR,-0.47393364928908943,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-08,2.09,SOFR,-0.47619047619048716,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-09,2.11,SOFR,0.956937799043063,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-12,2.12,SOFR,0.47393364928911047,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-13,2.16,SOFR,1.8867924528301903,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-14,2.13,SOFR,-1.3888888888889002,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-15,2.18,SOFR,2.3474178403755994,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-16,2.13,SOFR,-2.293577981651388,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-19,2.11,SOFR,-0.9389671361502356,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-20,2.13,SOFR,0.9478672985782,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-21,2.1,SOFR,-1.408450704225343,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-22,2.09,SOFR,-0.47619047619048716,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-23,2.1,SOFR,0.4784688995215422,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-26,2.1,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-27,2.15,SOFR,2.3809523809523725,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-28,2.12,SOFR,-1.3953488372092933,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-29,2.12,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-08-30,2.16,SOFR,1.8867924528301903,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-03,2.17,SOFR,0.46296296296295303,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-04,2.21,SOFR,1.8433179723502322,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-05,2.21,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-06,2.15,SOFR,-2.714932126696835,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-09,2.12,SOFR,-1.3953488372092933,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-10,2.14,SOFR,0.9433962264150951,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-11,2.15,SOFR,0.46728971962615823,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-12,2.2,SOFR,2.3255813953488498,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-13,2.2,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-16,2.43,SOFR,10.454545454545453,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-17,5.25,SOFR,116.04938271604937,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-18,2.55,SOFR,-51.42857142857144,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-19,1.95,SOFR,-23.52941176470588,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-20,1.86,SOFR,-4.615384615384608,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-23,1.85,SOFR,-0.5376344086021511,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-24,1.96,SOFR,5.9459459459459385,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-25,2.01,SOFR,2.5510204081632564,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-26,1.85,SOFR,-7.96019900497511,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-27,1.82,SOFR,-1.621621621621623,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-09-30,2.35,SOFR,29.120879120879124,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-01,1.88,SOFR,-20.000000000000007,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-02,1.85,SOFR,-1.5957446808510536,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-03,1.84,SOFR,-0.540540540540541,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-04,1.82,SOFR,-1.0869565217391313,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-07,1.83,SOFR,0.5494505494505499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-08,1.85,SOFR,1.0928961748633887,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-09,1.85,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-10,1.85,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-11,1.85,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-15,2,SOFR,8.108108108108103,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-16,2.05,SOFR,2.499999999999991,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-17,1.95,SOFR,-4.8780487804877986,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-18,1.88,SOFR,-3.589743589743593,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-21,1.86,SOFR,-1.0638297872340319,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-22,1.87,SOFR,0.5376344086021511,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-23,1.87,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-24,1.86,SOFR,-0.5347593582887704,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-25,1.84,SOFR,-1.0752688172043021,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-28,1.82,SOFR,-1.0869565217391313,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-29,1.81,SOFR,-0.5494505494505499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-30,1.82,SOFR,0.5524861878453043,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-10-31,1.76,SOFR,-3.2967032967032996,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-01,1.58,SOFR,-10.227272727272723,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-04,1.56,SOFR,-1.2658227848101276,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-05,1.58,SOFR,1.2820512820512833,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-06,1.57,SOFR,-0.6329113924050638,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-07,1.56,SOFR,-0.6369426751592362,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-08,1.56,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-12,1.57,SOFR,0.6410256410256416,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-13,1.57,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-14,1.58,SOFR,0.6369426751592362,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-15,1.59,SOFR,0.6329113924050638,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-18,1.56,SOFR,-1.8867924528301903,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-19,1.57,SOFR,0.6410256410256416,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-20,1.57,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-21,1.58,SOFR,0.6369426751592362,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-22,1.58,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-25,1.56,SOFR,-1.2658227848101276,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-26,1.54,SOFR,-1.2820512820512833,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-27,1.55,SOFR,0.6493506493506499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-11-29,1.65,SOFR,6.451612903225798,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-02,1.63,SOFR,-1.2121212121212133,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-03,1.55,SOFR,-4.907975460122691,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-04,1.54,SOFR,-0.6451612903225812,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-05,1.55,SOFR,0.6493506493506499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-06,1.55,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-09,1.56,SOFR,0.6451612903225812,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-10,1.55,SOFR,-0.6410256410256416,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-11,1.54,SOFR,-0.6451612903225812,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-12,1.53,SOFR,-0.6493506493506499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-13,1.54,SOFR,0.6535947712418306,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-16,1.62,SOFR,5.194805194805199,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-17,1.54,SOFR,-4.938271604938276,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-18,1.53,SOFR,-0.6493506493506499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-19,1.53,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-20,1.53,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-23,1.52,SOFR,-0.6535947712418306,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-24,1.52,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-26,1.52,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-27,1.53,SOFR,0.6578947368421059,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-30,1.54,SOFR,0.6535947712418306,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2019-12-31,1.55,SOFR,0.6493506493506499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-02,1.54,SOFR,-0.6451612903225812,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-03,1.55,SOFR,0.6493506493506499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-06,1.55,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-07,1.56,SOFR,0.6451612903225812,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-08,1.55,SOFR,-0.6410256410256416,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-09,1.55,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-10,1.55,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-13,1.54,SOFR,-0.6451612903225812,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-14,1.55,SOFR,0.6493506493506499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-15,1.56,SOFR,0.6451612903225812,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-16,1.55,SOFR,-0.6410256410256416,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-17,1.54,SOFR,-0.6451612903225812,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-21,1.54,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-22,1.54,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-23,1.54,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-24,1.53,SOFR,-0.6493506493506499,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-27,1.53,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-28,1.53,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-29,1.53,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-30,1.58,SOFR,3.2679738562091534,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-01-31,1.6,SOFR,1.2658227848101276,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-03,1.59,SOFR,-0.6250000000000006,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-04,1.6,SOFR,0.6289308176100634,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-05,1.59,SOFR,-0.6250000000000006,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-06,1.59,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-07,1.58,SOFR,-0.6289308176100634,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-10,1.58,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-11,1.58,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-12,1.57,SOFR,-0.6329113924050638,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-13,1.57,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-14,1.58,SOFR,0.6369426751592362,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-18,1.6,SOFR,1.2658227848101276,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-19,1.59,SOFR,-0.6250000000000006,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-20,1.6,SOFR,0.6289308176100634,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-21,1.58,SOFR,-1.250000000000001,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-24,1.58,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-25,1.59,SOFR,0.6329113924050638,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-26,1.58,SOFR,-0.6289308176100634,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-27,1.58,SOFR,0,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-02-28,1.6,SOFR,1.2658227848101276,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-03-02,1.59,SOFR,-0.6250000000000006,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-03-03,1.64,SOFR,3.1446540880503036,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-03-04,1.23,SOFR,-24.999999999999996,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-03-05,1.12,SOFR,-8.943089430894299,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-03-06,1.1,SOFR,-1.785714285714287,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-03-09,1.09,SOFR,-0.9090909090909097,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-03-10,1.11,SOFR,1.8348623853211024,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-03-11,1.15,SOFR,3.6036036036035863,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
2020-03-12,1.2,SOFR,4.347826086956526,Secured Overnight Financing Rate,D,%,NSA,2023-05-19 07:01:02-05,83,2018-04-03,NA
