Date,Price,Open,High,Low,Vol,Co,Hl,Ind,Rvn,Gap,Gaug,rVol,Tckr
2019-05-02,65.75,46.0,72.949997,45.0,23119000,42.934782608695656,62.11110444444443,30.87422451632803,0.0,0.0,74.23972174308284,0.0,BYND
2019-05-03,66.790001,72.0,74.0,65.660004,13139400,-7.236109722222217,12.701790270984459,43.03078882705108,1.5817505703422219,9.505703422053235,13.549131198624114,-43.166226912928764,BYND
2019-05-06,74.790001,62.73,74.839996,62.5,8746200,19.225252670173766,19.74399360000001,2.6273353827780954,11.977840814824958,-6.07875571075378,99.59485400157347,-33.43531668112699,BYND
2019-05-07,79.169998,77.139999,85.449997,75.0,16532100,2.63157768513842,13.933329333333333,81.11307339271183,5.856393824623707,3.1421285848090896,39.904298537119274,89.02037456266723,BYND
2019-05-08,72.25,83.610001,85.379997,70.785004,14711800,-13.586892553679075,20.618764109980138,34.104233982178464,-8.740682297352098,5.608188849518458,10.037661545983607,-11.010700394989136,BYND
2019-05-09,68.269997,70.5,73.199997,67.099998,6284500,-3.1631248226950293,9.09090787156208,65.20562228344843,-5.508654671280267,-2.422145328719727,19.180314619723788,-57.28258948599083,BYND
2019-05-10,66.220001,69.089996,69.332001,61.599998,4888000,-4.153995029902746,12.551953329608878,66.90558894842397,-3.002777340095686,1.2011118149016342,59.751696940624484,-22.22133821306389,BYND
2019-05-13,69.5,65.459999,71.959999,63.360001,4784500,6.171709535162084,13.57322895244273,54.53027752802046,4.953184763618479,-1.1476925226866164,71.39535381287301,-2.117430441898527,BYND
2019-05-14,79.68,72.480003,80.75,71.120003,7079600,9.933770284198262,13.540490148741991,26.636553218709135,14.647482014388501,4.28777410071941,88.88888542748255,47.9694847946494,BYND
2019-05-15,86.919998,79.0,93.0,74.550003,18356200,10.02531392405064,24.74848592561425,59.49120300052532,9.086342871485954,-0.8534136546184845,67.04605426223108,159.28301033956723,BYND
2019-05-16,92.919998,90.099998,96.785004,89.510002,13900300,3.1298557853464137,8.12758556300781,61.49095249649843,6.902899376504812,3.6585366695475408,46.87278436487036,-24.274632004445362,BYND
2019-05-17,89.349998,92.459999,96.68,85.709999,10724100,-3.3636178170410758,12.798974598051283,73.71963049638988,-3.8420147189413445,-0.49504843941129417,33.18139168811379,-22.849866549642815,BYND
2019-05-20,86.089996,88.900002,90.959999,83.129997,5189700,-3.1608615711842147,9.418985062636276,66.44159057303438,-3.6485753474779004,-0.5036329155821528,37.80329813453431,-51.607127870870286,BYND
2019-05-21,77.5,88.029999,88.75,76.760002,9065100,-11.961830193818368,15.620111630533827,23.42032837693897,-9.977925890483252,2.2534592753378657,6.171794190457746,74.67483669576276,BYND
2019-05-22,77.629997,77.379997,81.739998,77.0,3898400,0.32308091198298694,6.155841558441555,94.75163697902616,0.16773806451613194,-0.15484258064515366,13.291081557418442,-56.99551025361001,BYND
2019-05-23,82.099998,79.400002,83.800003,78.123001,4331300,3.4004986548992866,7.266748495747111,53.20467390760199,5.758084725933976,2.2800529027458216,70.05452878121227,11.104555715165198,BYND
2019-05-24,79.669998,83.919998,85.5,79.510002,2909500,-5.064347117834778,7.533640861938351,32.77689751019325,-2.959805187814979,2.216808823795602,2.6710526447589245,-32.82617228083947,BYND
2019-05-28,86.0,83.980003,88.830002,83.699997,6604000,2.4053309452727767,6.129038451458957,60.75516633934297,7.945276966117154,5.409821900585454,44.83432277356465,126.98058085581714,BYND
2019-05-29,97.5,90.050003,97.650002,87.32,8372000,8.273177958694799,11.830052679798442,30.066431801927063,13.372093023255815,4.709305813953502,98.54789960350443,26.77165354330708,BYND
