Date,Price,Open,High,Low,Vol,Co,Hl,Ind,Rvn,Gap,Gaug,rVol,Tckr
2010-01-04,40.082603,39.46513,40.158836,39.282173,13880848,1.5646039934493983,2.2317069883073914,29.892051167700494,0.0,0.0,91.30418416198677,0.0,COP
2010-01-05,40.12072,40.135967,40.227444,39.800549,10084524,-0.03798837087941598,1.0725857072976686,96.45824379152637,0.09509611938127716,0.13313506610337367,74.99994143759018,-27.349366551668886,COP
2010-01-06,40.4104,40.151215,40.456139,39.892025,11631913,0.6455221840733882,1.414102192104827,54.3510937414956,0.7220209408006717,0.0760081075314778,91.89188710083472,15.344194728477012,COP
2010-01-07,40.250313,40.181705,40.471386,40.021618,7648922,0.17074437234556594,1.1238126354611744,84.80668690154936,-0.39615297052244536,-0.5659310474531387,50.84732573237733,-34.241925640262274,COP
2010-01-08,40.600979,40.105473,40.616226,39.968258,7284244,1.235507183770146,1.6212065084247662,23.790881830926168,0.8712131008770108,-0.35984813335487864,97.64695170131934,-4.767704520976945,COP
2010-01-11,40.837299,40.81443,40.966892,40.448517,8968059,0.056031653510779655,1.2815673810735673,95.62788080141038,0.5820549302518074,0.5257287022561785,75.00014468290328,23.115851143921052,COP
2010-01-12,39.968258,40.402779,40.4104,39.853909,11301079,-1.0754730509997978,1.3963272711843722,22.978439711517208,-2.1280570000479337,-1.0640272756530678,20.54822090563853,26.01477086624877,COP
2010-01-13,40.219822,39.800549,40.372284,39.625214,9470737,1.0534352176901018,1.8853399757033484,44.12492010640652,0.6294094678832352,-0.41960547792700975,79.59200610384573,-16.196170294889544,COP
2010-01-14,40.387531,40.143589,40.517124,40.021618,8835699,0.6076736188187049,1.2380958710864753,50.91869434267247,0.41698096028370824,-0.18954086867913889,73.8463308214233,-6.7052648595352204,COP
2010-01-15,40.418022,40.273186,40.448517,39.991127,11596757,0.3596338268345489,1.1437287076205838,68.55601993389394,0.07549607328063423,-0.2831195598463343,93.3328231924612,31.24889157043489,COP
2010-01-19,40.944023,39.983501,41.01263,39.983501,11379262,2.4022958869960087,2.5738841628700992,6.666511195389424,1.301402131949958,-1.0750674538204885,93.33348880461052,-1.8754812228970574,COP
2010-01-20,40.448517,40.257938,40.52475,40.029243,12374649,0.47339483706294594,1.2378625296511236,61.757075141747244,-1.210203501497642,-1.6756658230677512,84.61515175365929,8.747377466130924,COP
2010-01-21,39.823418,40.425648,40.608604,39.686199,20681828,-1.4897225642493295,2.324246270095043,35.90513262656921,-1.545418834515011,-0.056538537618078255,14.876220315370688,67.13062326050623,COP
2010-01-22,38.573219,39.640461,39.785301,38.504608,17651460,-2.6923047136106715,3.326077232106872,19.054654305027775,-3.1393563455552553,-0.459420635365837,5.3573338809538456,-14.652321835381288,COP
2010-01-25,38.687565,38.847652,39.32029,38.611336,11458232,-0.4120892557418876,1.8361291616534547,77.55663030966751,0.29643883234116153,0.7114599380466435,10.752319614530427,-35.08620816634998,COP
2010-01-26,38.443623,38.367393,38.893391,38.085335,14525855,0.1986843359412127,2.1216985487983786,90.63560013962693,-0.630543690201224,-0.8275837468705971,44.339501222687716,26.772219309226774,COP
2010-01-27,37.970989,38.443623,38.908638,37.345886,15845255,-1.2294210667917471,4.18453588167651,70.61989425935603,-1.2294210667917471,0.0,40.000140777295535,9.0831142125541,COP
2010-01-28,36.858006,38.14632,38.298782,36.415863,17975210,-3.3772956342839833,5.170601064706326,34.682726591752576,-2.931140403006094,0.46174989015956847,23.481785461828217,13.44222607966865,COP
2010-01-29,36.591194,37.0867,37.25441,36.423485,22175040,-1.3360746574917703,2.281289118819907,41.43334808071537,-0.7238915746011876,0.6204730662857871,20.183410055059362,23.36456708989769,COP
2010-02-01,37.406876,36.934238,37.597454,36.789398,14723936,1.2796744310793695,2.196437136590279,41.7386270810409,2.2291756863686896,0.9375042530724631,76.41524844812712,-33.60131030203327,COP
