Date,Price,Open,High,Low,Vol,Co,Hl,Ind,Rvn,Gap,Gaug,rVol,Tckr
2010-01-04,81.510002,79.629997,81.68,79.629997,263542,2.3609256195250117,2.574410495080137,8.29257323038065,0.0,0.0,91.70742676961905,0.0,CL
2010-01-05,81.769997,81.629997,82.0,80.949997,258887,0.17150558023419915,1.2971007275021984,86.77777472498501,0.3189731243044225,0.14721506202393098,78.09501496662433,-1.7663218765889277,CL
2010-01-06,83.18,81.43,83.519997,80.849998,370059,2.1490851037700986,3.3024107186743645,34.9237485326243,1.724352515263039,-0.41579676222808226,87.266025193268,42.94228756175473,CL
2010-01-07,82.660004,83.199997,83.360001,82.260002,246632,-0.6490300714794395,1.33722218971013,51.46430589667901,-0.6251454676605039,0.024040634767952263,36.36385123986493,-33.3533301446526,CL
2010-01-08,82.75,82.650002,83.470001,81.800003,310377,0.12098971274072667,2.0415622723143345,94.0736702288502,0.10887490399831279,-0.012100168782958054,56.886116031276714,25.846200006487408,CL
2010-01-11,82.519997,82.879997,83.949997,81.959999,296304,-0.4343629500855317,2.428011254612139,82.11034033469014,-0.27794924471298277,0.15709607250755653,28.14063129711725,-4.534163291738757,CL
2010-01-12,80.790001,82.07,82.339996,79.910004,333866,-1.5596429876934215,3.040910872686231,48.7113219363878,-2.096456692794113,-0.5453187304405915,36.21398753576158,12.676845402019543,CL
2010-01-13,79.650002,80.059998,80.669998,78.370003,401627,-0.5121109296055582,2.9347899859082593,82.55033811398705,-1.411064470713408,-0.9035808775395449,55.65225141793779,20.295867204207685,CL
2010-01-14,79.389999,79.629997,80.360001,78.919998,275404,-0.3013914467433709,1.8246363868382076,83.48210915240858,-0.32643188131997736,-0.025116132451574735,32.6388903356451,-31.42791694781476,CL
2010-01-15,78.0,79.199997,79.309998,77.699997,200555,-1.5151477846646833,2.072073439076183,26.877698633104462,-1.7508489954761175,-0.23932737422003303,18.633715134338697,-27.177891388650856,CL
2010-01-19,79.019997,77.849998,79.150002,76.760002,186882,1.5028889274987467,3.113600752641976,51.73148239306199,1.3076884615384587,-0.19231025641025523,94.56046025104615,-6.817581212136325,CL
2010-01-20,77.620003,78.879997,79.029999,76.959999,303758,-1.5973555374247828,2.689708974658389,40.61232823050466,-1.7716958404845329,-0.17717034334993054,31.88425120772939,62.539998501728356,CL
2010-01-21,76.080002,77.559998,78.360001,75.660004,327417,-1.9081949950540245,3.5685921983297675,46.52807356505655,-1.9840259475382926,-0.07730610368567037,15.555498765368744,7.788766057190255,CL
2010-01-22,74.540001,75.839996,76.5,74.010002,348819,-1.71412851867766,3.364407421580662,49.05110160908127,-2.024186329542932,-0.3154652913915479,21.285117498086493,6.536618440704056,CL
2010-01-25,75.260002,74.239998,75.419998,74.059998,280559,1.3739278387372877,1.8363489558830492,25.181549272774028,0.9659256645301095,-0.40247249258824613,88.23558823529375,-19.56888816262876,CL
2010-01-26,74.709999,75.279999,75.389999,73.82,256207,-0.757173230036845,2.126793551882966,64.39836723378825,-0.7308038604623035,0.02657055470183245,56.687870501828186,-8.679814228023341,CL
2010-01-27,73.669998,74.690002,75.089996,72.650002,356179,-1.3656499835145275,3.3585601277753563,59.33823032612767,-1.392050614269169,-0.02676616285323119,41.80321754889589,39.02001116284879,CL
2010-01-28,73.639999,73.75,74.489998,72.93,292911,-0.14915389830507664,2.1390346907993907,93.02704631455343,-0.040720782970571356,0.10859508914333738,45.512814760018884,-17.7629787269884,CL
2010-01-29,72.889999,73.889999,74.82,72.43,335270,-1.3533631256376077,3.299737677757819,58.985735903793966,-1.0184682376217835,0.3394894125406056,19.24682008368196,14.461389295724647,CL
