Date,Price,Open,High,Low,Vol,Co,Hl,Ind,Rvn,Gap,Gaug,rVol,Tckr
1995-12-27,546.400024,546.080017,546.400024,545.109985,0.0,0.058600752643922505,0.23665664462191316,75.23807001593211,0.0,0.0,100.0,0.0,XAX
1995-12-28,546.179993,546.400024,546.400024,544.030029,0.0,-0.04026921492230606,0.4356367982768061,90.75624118954278,-0.04026921492230606,0.0,90.71597197462184,NaN,XAX
1995-12-29,550.0,546.179993,550.0,545.219971,0.0,0.6994044177667247,0.8767156843563217,20.2244889367729,0.6994044177667247,0.0,100.0,NaN,XAX
1996-01-02,553.119995,550.0,553.119995,549.890015,0.0,0.5672718181818137,0.58738655219992,3.4244457832361297,0.5672718181818137,0.0,100.0,NaN,XAX
1996-01-03,554.349976,553.119995,555.369995,553.119995,0.0,0.22237145847530115,0.4067833418316402,45.33417777777724,0.22237145847530115,0.0,54.66582222222011,NaN,XAX
1996-01-04,550.590027,554.349976,555.799988,549.090027,0.0,-0.678262679315067,1.2220147280147309,44.49635804169368,-0.678262679315067,0.0,22.35482441701219,NaN,XAX
1996-01-05,546.080017,550.590027,550.650024,543.77002,0.0,-0.8191230823002105,1.2652415077977208,35.259547110023604,-0.8191230823002105,0.0,33.575518270046906,NaN,XAX
1996-01-08,548.440002,546.080017,550.650024,543.77002,0.0,0.4321683501559148,1.2652415077977208,65.8430151482979,0.4321683501559148,0.0,67.87760588511307,NaN,XAX
1996-01-09,543.77002,548.440002,549.359985,543.22998,0.0,-0.8515028048592277,1.1284364312882822,24.54135817937857,-0.8515028048592277,0.0,8.809780742431393,NaN,XAX
1996-01-10,537.26001,543.77002,543.77002,537.26001,0.0,-1.1971991394450265,1.211705669290386,1.1971991394457149,-1.1971991394450265,0.0,0.0,NaN,XAX
1996-01-11,538.820007,537.26001,539.039978,537.210022,0.0,0.2903616444484891,0.34064070383259537,14.760144286460674,0.2903616444484891,0.0,87.97943775697436,NaN,XAX
1996-01-12,536.23999,538.820007,539.72998,534.73999,0.0,-0.47882724592296366,0.9331619279119074,48.687657350700874,-0.47882724592296366,0.0,30.06018048132409,NaN,XAX
1996-01-15,534.140015,536.23999,537.960022,533.549988,0.0,-0.39161103967648714,0.8265456094434409,52.620758588242865,-0.39161103967648714,0.0,13.379193901905614,NaN,XAX
1996-01-16,532.960022,534.140015,535.059998,530.599976,0.0,-0.22091454803286892,0.8405620432971883,73.71823415124604,-0.22091454803286892,0.0,52.91556857791332,NaN,XAX
1996-01-17,534.359985,532.960022,534.359985,532.960022,0.0,0.2626769255124506,0.2626769255124506,0.0,0.2626769255124506,0.0,100.0,NaN,XAX
1996-01-18,529.840027,534.359985,534.52002,528.609985,0.0,-0.8458638608577873,1.1180331752530082,24.343581247813116,-0.8458638608577873,0.0,20.812770144337783,NaN,XAX
1996-01-19,531.349976,529.840027,532.049988,529.679993,0.0,0.2849820555365534,0.44743902569868155,36.308180742269755,0.2849820555365534,0.0,70.4635663788316,NaN,XAX
1996-01-22,532.419983,531.349976,533.5,531.349976,0.0,0.20137518553309253,0.4046342518325474,50.23278809910807,0.20137518553309253,0.0,49.76721190089121,NaN,XAX
1996-01-23,534.200012,532.419983,534.359985,532.210022,0.0,0.334327984830729,0.4039689053431772,17.239178459363668,0.334327984830729,0.0,92.5592672990172,NaN,XAX
1996-01-24,538.390015,534.200012,539.039978,534.200012,0.0,0.7843509745184996,0.9060213199695744,13.429081939833454,0.7843509745184996,0.0,86.57091806016675,NaN,XAX
1996-01-25,542.530029,538.390015,543.659973,538.340027,0.0,0.7689618835148737,0.9882129756626945,22.186623485771506,0.7689618835148737,0.0,78.76023553622522,NaN,XAX
1996-01-26,546.23999,542.530029,546.51001,541.719971,0.0,0.6838259269884572,0.8842278772107415,22.66406153744479,0.6838259269884572,0.0,94.36288514561296,NaN,XAX
1996-01-29,548.5,546.23999,548.549988,546.179993,0.0,0.4137393895309538,0.43392197267833055,4.651201003443594,0.4137393895309538,0.0,97.89079723796951,NaN,XAX
1996-01-30,551.719971,548.5,551.719971,548.5,0.0,0.5870503190519516,0.5870503190519516,0.0,0.5870503190519516,0.0,100.0,NaN,XAX
1996-01-31,554.51001,551.719971,554.51001,551.400024,0.0,0.5056983880686872,0.564016297540082,10.339756089627961,0.5056983880686872,0.0,100.0,NaN,XAX
1996-02-01,556.22998,554.51001,556.659973,554.460022,0.0,0.31017835007163264,0.3967736018305912,21.82485209687205,0.31017835007163264,0.0,80.45442830317263,NaN,XAX
1996-02-02,556.340027,556.22998,558.549988,555.109985,0.0,0.019784442399162216,0.6196975541702621,96.80740350417352,0.019784442399162216,0.0,35.75700370028561,NaN,XAX
1996-02-05,558.380005,556.340027,558.440002,555.539978,0.0,0.3666782724587314,0.5220189572027634,29.7576711727912,0.3666782724587314,0.0,97.93115505250763,NaN,XAX
1996-02-06,560.960022,558.380005,561.02002,558.380005,0.0,0.462053973440546,0.4727989857015169,2.2726386024343848,0.462053973440546,0.0,97.72736139756545,NaN,XAX
1996-02-07,563.710022,560.960022,563.710022,560.75,0.0,0.4902310132895771,0.5278683905483694,7.130068390663292,0.4902310132895771,0.0,100.0,NaN,XAX
1996-02-08,566.340027,563.710022,566.340027,562.359985,0.0,0.46655281924363745,0.7077391895157437,34.07842519461628,0.46655281924363745,0.0,100.0,NaN,XAX
1996-02-09,565.47998,566.340027,567.200012,564.080017,0.0,-0.15186053589675286,0.5531121305436981,72.5443490549598,-0.15186053589675286,0.0,44.87068088249979,NaN,XAX
1996-02-12,563.969971,565.47998,565.47998,563.969971,0.0,-0.2670313810225422,0.2677463477926967,0.26703138102486257,-0.2670313810225422,0.0,0.0,NaN,XAX
1996-02-13,562.150024,563.969971,563.969971,562.150024,0.0,-0.3227028199343507,0.3237475624478403,0.3227028199348836,-0.3227028199343507,0.0,0.0,NaN,XAX
1996-02-14,562.890015,562.150024,563.440002,560.27002,0.0,0.1316358566943565,0.5657953998680965,76.73437134253041,0.1316358566943565,0.0,82.65015384945087,NaN,XAX
1996-02-15,562.690002,562.890015,563.169983,561.340027,0.0,-0.035533229346751405,0.32599777531987506,89.10016201433106,-0.035533229346751405,0.0,73.77089940960644,NaN,XAX
1996-02-16,563.969971,562.690002,563.969971,561.02002,0.0,0.22747320824085815,0.525819203385991,56.739273351742604,0.22747320824085815,0.0,100.0,NaN,XAX
1996-02-20,561.140015,563.969971,563.969971,560.099976,0.0,-0.5017919650902924,0.6909471819009694,27.376219451429474,-0.5017919650902924,0.0,26.874427486339755,NaN,XAX
