Date,Price,Open,High,Low,Vol,Co,Hl,Ind,Rvn,Gap,Gaug,rVol,Tckr
1987-12-30,1005.190002,1005.190002,1005.190002,1005.190002,0.0,0.0,0.0,0,0.0,0.0,0,0.0,GDAXI
1988-01-04,956.48999,956.48999,956.48999,956.48999,0.0,0.0,0.0,0,-4.844856385668672,-4.844856385668672,0,NaN,GDAXI
1988-01-05,996.099976,996.099976,996.099976,996.099976,0.0,0.0,0.0,0,4.1411814461330465,4.1411814461330465,0,NaN,GDAXI
1988-01-06,1006.01001,1006.01001,1006.01001,1006.01001,0.0,0.0,0.0,0,0.9948834694079034,0.9948834694079034,0,NaN,GDAXI
1988-01-07,1014.469971,1014.469971,1014.469971,1014.469971,0.0,0.0,0.0,0,0.8409420299903436,0.8409420299903436,0,NaN,GDAXI
1988-01-08,1026.689941,1026.689941,1026.689941,1026.689941,0.0,0.0,0.0,0,1.2045669511493218,1.2045669511493218,0,NaN,GDAXI
1988-01-11,987.52002,987.52002,987.52002,987.52002,0.0,0.0,0.0,0,-3.815165556394595,-3.815165556394595,0,NaN,GDAXI
1988-01-12,986.890015,986.890015,986.890015,986.890015,0.0,0.0,0.0,0,-0.06379668130678251,-0.06379668130678251,0,NaN,GDAXI
1988-01-13,965.77002,965.77002,965.77002,965.77002,0.0,0.0,0.0,0,-2.1400555967728496,-2.1400555967728496,0,NaN,GDAXI
1988-01-14,974.460022,974.460022,974.460022,974.460022,0.0,0.0,0.0,0,0.8998003479130601,0.8998003479130601,0,NaN,GDAXI
1988-01-15,952.460022,952.460022,952.460022,952.460022,0.0,0.0,0.0,0,-2.257660602109335,-2.257660602109335,0,NaN,GDAXI
1988-01-18,1003.130005,1003.130005,1003.130005,1003.130005,0.0,0.0,0.0,0,5.319906539867358,5.319906539867358,0,NaN,GDAXI
1988-01-19,980.179993,980.179993,980.179993,980.179993,0.0,0.0,0.0,0,-2.28784024858274,-2.28784024858274,0,NaN,GDAXI
1988-01-20,960.440002,960.440002,960.440002,960.440002,0.0,0.0,0.0,0,-2.0139149075653395,-2.0139149075653395,0,NaN,GDAXI
1988-01-21,949.23999,949.23999,949.23999,949.23999,0.0,0.0,0.0,0,-1.1661334364121978,-1.1661334364121978,0,NaN,GDAXI
1988-01-22,966.47998,966.47998,966.47998,966.47998,0.0,0.0,0.0,0,1.8161887595991244,1.8161887595991244,0,NaN,GDAXI
1988-01-25,962.630005,962.630005,962.630005,962.630005,0.0,0.0,0.0,0,-0.3983502069023648,-0.3983502069023648,0,NaN,GDAXI
1988-01-26,968.26001,968.26001,968.26001,968.26001,0.0,0.0,0.0,0,0.5848565877603074,0.5848565877603074,0,NaN,GDAXI
1988-01-27,959.669983,959.669983,959.669983,959.669983,0.0,0.0,0.0,0,-0.887161187210439,-0.887161187210439,0,NaN,GDAXI
1988-01-28,937.76001,937.76001,937.76001,937.76001,0.0,0.0,0.0,0,-2.283073701180882,-2.283073701180882,0,NaN,GDAXI
1988-01-29,936.0,936.0,936.0,936.0,0.0,0.0,0.0,0,-0.18768234742703171,-0.18768234742703171,0,NaN,GDAXI
1988-02-01,951.5,951.5,951.5,951.5,0.0,0.0,0.0,0,1.6559829059829,1.6559829059829,0,NaN,GDAXI
1988-02-02,955.669983,955.669983,955.669983,955.669983,0.0,0.0,0.0,0,0.43825359957960774,0.43825359957960774,0,NaN,GDAXI
1988-02-03,972.190002,972.190002,972.190002,972.190002,0.0,0.0,0.0,0,1.7286321945721328,1.7286321945721328,0,NaN,GDAXI
1988-02-04,990.219971,990.219971,990.219971,990.219971,0.0,0.0,0.0,0,1.8545725591611273,1.8545725591611273,0,NaN,GDAXI
